Todo,Difficulty,Type,Category,Rating,Political,Bit idea,Expanded Concept,Programmatic / Tech Steps,Notes / Risks,Outline Dialog/Steps,Assets Needed
,Mid,Bit,SciFi,G,No,Do MST 3000 of new movie trailers,"Set piece: Do MST 3000 of new movie trailers. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Easy,Gag,Visual,G,No,Record screen and then rewind for a do over,"Button gag: Record screen and then rewind for a do over. Plays fast - the button fires the visual, the reaction shot lands it, move on.",Playback FX preset: slow-mo/rewind/freeze on the face with tape SFX; performer moves match the speed for the sell.,One beat maximum - gags die when they linger.,"1) React to a real moment in the room (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",Playback FX preset (slow-mo/rewind/freeze) + tape SFX; matched-movement rehearsal note.
,Mid,Bit,Sketch,G,No,Funny bloopers showing videos,"Developed bit: Funny bloopers showing videos. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Easy,Gag,Visual,G,No,Aquarium screensaver go to sleep,"Button gag: Aquarium screensaver go to sleep. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) React to a real moment in the room (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
,Mid,Bit,Commercial,G,No,Carrothead,"Full bit: Carrothead. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Easy,Gag,Visual,G,No,Throw up on the screen. Windshield wipers to clean it off,"Sight gag: Throw up on the screen. Windshield wipers to clean it off. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) Quick setup line (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
,Easy,Gag,Commercial,G,No,Howie Mandel latex glove joke but at the end my head explode,"Button gag: Howie Mandel latex glove joke but at the end my head explode. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) React to a real moment in the room (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
,Mid,Bit,Commercial,G,No,"For kids do a laughing in dad jokes, or pick a number dad jokes, or the knock knock door thing","Full bit: For kids do a laughing in dad jokes, or pick a number dad jokes, or the knock knock door thing. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Easy,Gag,Visual,G,No,Show a PowerPoint presentation about comedy,"Sight gag: Show a PowerPoint presentation about comedy. Plays fast - the button fires the visual, the reaction shot lands it, move on.",One app button fires the visual + SFX together; keep a neutral-face reset button next to it.,One beat maximum - gags die when they linger.,"1) Quick setup line (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",1 visual card/PNG or short clip + 1 SFX; bound to a single button.
,Mid,Bit,Sketch,G,No,Do an onstage collab with pewdepie,"Developed bit: Onstage collab with pewdepie. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Sketch,G,No,Do a collaboration where without their knowledge you reunite the Beatles or KISS,"Developed bit: Collaboration where without their knowledge you reunite the Beatles or KISS. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Music,G,No,"Do a dance off showing a wii just dance video, maybe under the pretense of preparing a flash mob for a girlfriend","Set piece: Dance off showing a wii just dance video, maybe under the pretense of preparing a flash mob for a girlfriend. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.","IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
,Mid,Bit,Music,G,No,"Do a remix with crowd actions, similar to that AGT act that put it up on the screen","Developed bit: Remix with crowd actions, similar to that AGT act that put it up on the screen. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Music cue stack: backing track + on-screen lyrics (bouncing ball where noted); lighting macro per song, out on the final sting.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Backing track (custom/licensed); lyric overlay template; bouncing-ball animation; song lighting macro; final sting SFX.
,Mid,Bit,Commercial,G,No,Fortnite battle (use background green screen to show back of head from another camera),"Full bit: Fortnite battle (use background green screen to show back of head from another camera). Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.",Green-screen preset: chroma-key the head (bib/backdrop); check spill and key edges under stage lights before show.,"IP/likeness caution: parody hard, don't clone names/voices/logos verbatim; pre-cleared or self-made assets only.","1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",Green bib/backdrop (physical); chroma-key preset tuned under stage lights; background plate library.
,Easy,Gag,Audience,G,No,Boomerang the audience for some reason,"Sight gag: Boomerang the audience for some reason. Plays fast - the button fires the visual, the reaction shot lands it, move on.",Pyro-SFX cue: screens flash + concussive SFX while the performer sells the blast; no real pyro needed.,One beat maximum - gags die when they linger.,"1) Quick setup line (SCREEN: neutral). 2) BUTTON: visual fires (SCREEN: gag visual + SFX). 3) Reaction shot - hold (LAUGH BREAK 3-5s). 4) Reset face, move on.",Flash-frame clip; concussive SFX; screens white-flash macro (no real pyro). Playback FX preset (slow-mo/rewind/freeze) + tape SFX; matched-movement rehearsal note.
,Mid,Bit,SciFi,G,No,"Interview someone then generate a trailer, This is your life like","Developed bit: Interview someone then generate a trailer, This is your life like. Structure: screen sells the premise, escalation beat, button ending. Give it 1-2 minutes max and a hard out.","Build as a macro: 2-4 button presses in sequence (premise visual, escalation, button ending). Manual fallback for each step.",Rehearse cue timing; keep a cut-away button if the room turns.,"1) SETUP: premise line (SCREEN: premise visual). 2) ESCALATE: 2-3 beats, each a screen change (SCREEN: beat cards/clips) with a laugh break after each. 3) TURN: the surprise beat (SCREEN: switcboard flip). 4) BUTTON ENDING: punchline + button visual (SCREEN: button card) - hold 3s. 5) Hard out, next bit.",3-5 graphics/clips + SFX pack; macro wiring; manual fallback for each beat.
